Link,Date,Detail
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-warns-shyam/1000007743,12 Dec 2011,"Unaware of the truth, Anjali introduces Shyam to Khushi. Khushi is reminded of Shyam’s tricks in the ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-threatens-khushi/1000007744,13 Dec 2011,Khushi is uncertain about how to deal with Shyam. Madhumati curses Shyam for playing with her emotio ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-breaks-up-with-lavanya/1000007745,14 Dec 2011,"On meeting Anjali, Khushi changes her mind about exposing Shyam. Arnav tells Lavanya that he has no  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-refuses-to-expose-shyam/1000007746,15 Dec 2011,"As Madhumati and Payal eagerly await the Raizada family’s decision about Shyam, Khushi informs them  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-lavanya-are-blessed/1000036394,16 Dec 2011,"Arnav is sorry for breaking Lavanya's heart. Khushi threatens to expose Shyam before Anjali. Later,  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-declares-his-break-up/1000007747,19 Dec 2011,Lavanya informs Khushi about her break-up and requests her to keep it a secret until Payal and Akash ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/lavanya-defends-arnav/1000007748,20 Dec 2011,Khushi yells at Arnav for breaking up with Lavanya. She then tries to stop Lavanya from leaving the  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-supports-arnavs-breakup/1000007749,21 Dec 2011,"Khushi decides never to speak about Shyam. At the Raizada house, Arnav gets full support from Anjali ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-welcomes-nanda-kishore/1000007750,22 Dec 2011,Khushi helps Anjali with the wedding arrangements. She notices Anjali ordering Shyam to change his w ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-plans-a-cocktail-party/1000007751,23 Dec 2011,"Shyam requests Anjali to manage his daily expenses account. Meanwhile, Arnav announces a cocktail pa ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/no-desi-entertainment/1000007752,26 Dec 2011,Khushi is angry with Arnav for refusing to arrange desi entertainment for the cocktail party. Akash  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-dances-with-nanda-kishore/1000007753,27 Dec 2011,Arnav is angry on learning that Khushi is Nanda Kishore’s date at the cocktail party. The guests are ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-wont-dance-with-khushi/1000007754,28 Dec 2011,"Arnav offers to drop Khushi home, but she goes with Nanda Kishore. Both families prepare for the San ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-tries-to-brainwash-khushi/1000007755,29 Dec 2011,Khushi and Nanda Kishore have a hard time syncing their steps. Shyam also joins the dance rehearsal  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nanda-kishores-belief/1000007756,30 Dec 2011,"The choreographer Madhubala once again asks Arnav and Khushi to dance together, but they refuse. She ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-hears-khushi-chat/1000007757,2 Jan 2012,Madhumati asks Khushi to wear her old wedding dress on the wedding day. She and Garima then discuss  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-vows-not-to-look-at-arnav/1000007758,3 Jan 2012,Nanda Kishore comes up with a plan for Akash and Payal to meet at midnight on New Year’s. Akash asks ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/akash-hides-from-madhumati/1000007759,4 Jan 2012,"After failing to bring Payal out of the house, Akash sneaks into the house to see her at midnight. I ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manoramas-husband-saves-anjali/1000007760,5 Jan 2012,Manorama's husband saves Anjali before Shyam could push her into the pool. Payal tries to hide Akash ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-hides-in-khushis-room/1000007761,6 Jan 2012,Khushi yells at Arnav for ruining her New Year’s Eve. Arnav asks her to keep quiet lest she wake up  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-khushis-accusations/1000007762,9 Jan 2012,"Arnav and Khushi blame each other for the unplanned meeting. Later, Arnav and Akash confront Nanda K ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/cancelling-of-the-sangeet/1000007763,10 Jan 2012,Khushi vows to defeat the Raizadas at the Sangeet. She notices a mosquito sitting on Arnav's face wh ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-gives-his-nod/1000007764,11 Jan 2012,Arnav informs Khushi that he cancelled the Sangeet because he doesn't like the loud noise. In return ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-challenge/1000007765,12 Jan 2012,Nani declares that the winner will get a forty-year-old Natraj idol as the award. Khushi and Arnav v ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-impersonates-manorama-and-madhumati/1000007766,13 Jan 2012,Manorama claims that Payal had not only stolen Akash from her but also her position as the daughter- ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-and-the-scorpion/1000007767,16 Jan 2012,"Manorama insults Madhumati for gifting a silver puja plate to Anjali. Akash, however, praises Madhum ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-cheats-in-the-dance-competition/1000007769,18 Jan 2012,Shyam finds the sweet box that contains the poisonous scorpion in the kitchen. To defeat Madhumati i ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-pokes-arnav/1000007770,19 Jan 2012,"Nand Kishore boosts Khushi’s confidence, but Arnav taunts her for being nervous.  Manorama insults P ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyams-threat-to-khushi/1000007771,20 Jan 2012,Arnav taunts Khushi. Shyam threatens Khushi for rejecting his love. Arnav thinks Khushi is crying to ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-dances-with-khushi/1000007772,23 Jan 2012,The Raizadas and the Guptas are stunned to see Arnav volunteering to dance with Khushi. The couple's ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-wins/1000007773,24 Jan 2012,Khushi thanks Arnav for dancing with her and gets flustered when he compliments her. Khushi receives ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-tries-to-protect-anjali/1000007774,25 Jan 2012,Arnav becomes overprotective about Anjali after the scorpion incident. He asks her to conduct the Me ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-is-branded/1000007775,26 Jan 2012,Nand Kishore blames Arnav for getting caught. Anjali arranges for an exclusive mehendi designer for  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-gets-a-kiss-challenge-from-arnav/1000007776,27 Jan 2012,Khushi and Anjali berate Arnav for disappearing all of a sudden. Payal serves tea to Manorama in her ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjalis-perfume-mixing/1000007777,28 Jan 2012,Anjali sees the letter 'A' on Khushi’s hand and plots with Nani to bring Arnav and Khushi close.  Ma ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-gets-jealous/1000007778,30 Jan 2012,Nani and Anjali are happy to see Arnav and Khushi having feelings for each other. They act as though ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-sees-an-accident/1000007779,31 Jan 2012,Anjali and Nani successfully fuel Arnav’s feelings for Khushi.  Arnav goes in search of Khushi. On t ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-gets-worried/1000007780,1 Feb 2012,Nani threatens to break all ties with the Raizada family and forces Manorama to accept Payal as her  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-buys-bangles/1000007781,2 Feb 2012,Arnav bandages Khushi’s wounds. Shyam gets displeased on learning that Arnav and Khushi came home to ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-admission/1000007782,3 Feb 2012,Arnav is happy on seeing Khushi wearing the bangles that he had bought. He refuses to admit that he  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-realises-his-love/1000007783,6 Feb 2012,"Arnav plans to deliver the bride’s clothes in order to meet Khushi. Upon meeting, Arnav and Khushi s ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-packs-payals-things/1000007784,7 Feb 2012,Khushi is surprised to see Arnav help her serve food to the guests. She then takes her relatives to  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjalis-car-goes-out-of-control/1000007785,8 Feb 2012,Payal gets emotional on seeing the memorable things packed by Khushi. Khushi wipes her tears with th ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-comes-to-home-injured/1000007786,9 Feb 2012,Manorama insults the Gupta family. Akash panics when Nandkishore talks about his life after marriage ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-manhandles-khushi/1000007787,10 Feb 2012,"Arnav tends to Anjali’s injuries. He then decides to profess his love to Khushi. Meanwhile, Khushi r ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-stays-alive/1000007788,13 Feb 2012,"Arnav is devastated to see Shyam profess his love to Khushi. Khushi warns Shyam to stay away. Later, ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-discloses-shyams-truth/1000007789,14 Feb 2012,"Shyam dares Arnav to tell the truth to Anjali. But just as Arnav prepares to do so, Anjali faints. M ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-changes-her-mind/1000007790,15 Feb 2012,Anjali shares the news of her pregnancy with Shyam and Arnav. Shyam pretends to care for her and the ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/akash-and-payal-get-married/1000007791,16 Feb 2012,"Upon Arnav’s arrival, Payal and Akash exchange garlands. Arnav threatens to stop the wedding if Khus ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-marries-khushi/1000007792,17 Feb 2012,Everyone is shocked on seeing Arnav and Khushi as the newly-wed couple. Anjali and Nani demand an ex ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-is-insulted-by-all/1000007793,20 Feb 2012,Arnav refuses to answer any questions and locks himself in his room. He orders Khushi to stay in his ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-warns-shyam-to-be-away-from-khushi/1000007794,21 Feb 2012,Madhumati taunts Khushi for repaying the kindness with humiliation. Payal disowns Khushi for humilia ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nani-falls-sick/1000007795,22 Feb 2012,Payal distributes puja prasadh to everyone except Khushi. Manorama taunts them. Shyam confronts Khus ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/anjali-asks-khushi-to-perform-the-rituals-as-per-raizadas-custom/1000007796,23 Feb 2012,Anjali calls a family meeting and announces that Khushi will not be accepted as a daughter-in-law of ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/pretending-to-be-happy/1000007797,24 Feb 2012,Anjali takes Khushi to Arnav’s room. Arnav instructs her to look happy in front of his family. Later ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-fights-with-arnav/1000007798,27 Feb 2012,Khushi fights with Arnav for subjecting her to such misery. Arnav feels sad to see her being ignored ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-insults-the-guests/1000007799,28 Feb 2012,"When Khushi’s dress is spoiled, she wears Arnav’s shirt, which also gets torn off. Meanwhile, Arnav  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/madhumati-takes-payal-home/1000007800,29 Feb 2012,"Khushi tries to cheer up Payal, but fails to do so. She then tries to find solace in Nani’s pet goat ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-searches-for-khushi/1000007801,1 Mar 2012,"At Madhumati’s house, Khushi apologises to everyone. But Madhumati throws her out of the house. Khus ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-confronts-khushi/1000007802,2 Mar 2012,Arnav forcefully brings Khushi home and warns her not to step out of the house without informing him ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/payal-tries-to-impress-manorama/1000007803,5 Mar 2012,Manorama accuses Payal and Madhumati of purposely deleting her footage from Akash's wedding video. P ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-leaves-the-raizada-house/1000007804,6 Mar 2012,Manorama berates Payal for burning the kheer. Akash defends Payal. Khushi decides to leave the Raiza ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/akashs-assurance/1000007805,7 Mar 2012,Arnav tells Anjali that he sent Khushi to see her family. He refuses to talk to her family and asks  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-receives-divorce-papers/1000007806,8 Mar 2012,Arnav sends Payal and Akash's divorce papers to Khushi. He tells her that Akash will sign the divorc ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-tries-to-stop-payal/1000007807,9 Mar 2012,Khushi arrives at the Raizada house to stop Payal from signing the divorce papers. She snatches the  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-breaks-her-piggy-bank-to-buy-holi-colours/1000007808,12 Mar 2012,Anjali talks to Shyam about Khushi and Payal's first Holi in the Raizada house. Arnav is amused to s ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-prepares-bhang/1000007809,13 Mar 2012,Garima and Madhumati forgive Khushi on the auspicious occasion of Holi. Khushi performs a dance to c ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-gets-possessive/1000007810,14 Mar 2012,Arnav is possessive about Khushi. Shyam attempts to get Kushi drunk in order to know the details of  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-refuses-to-answer-shyam/1000007811,15 Mar 2012,Khushi refuses to tell Shyam the truth about her marriage to Arnav. Shyam finds out that Arnav and K ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-blurts-out-the-truth-about-her-marriage-with-shyam/1000007812,16 Mar 2012,"After confessing their feelings for each other, Arnav refuses to let go of Khushi's hand. An intoxic ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-accuses-payal/1000007813,19 Mar 2012,Arnav swaps Payal’s diabetes medicine with Manorama’s headache tablet. Manorama accuses Payal of att ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-irritates-arnav/1000007814,20 Mar 2012,Khushi tries her best to annoy Arnav. She fights with him over the bathroom. He thinks she is unwell ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-irritates-arnav/1000007815,21 Mar 2012,"Khushi shifts her belongings to Arnav’s bedroom. She occupies his bed, forcing him to sleep by the p ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-enjoys-khushis-food/1000007816,22 Mar 2012,Manorama’s friends tease her for participating in the fancy dress competition. While Payal encourage ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-starts-a-lunch-service/1000007817,23 Mar 2012,Shyam is angry with Arnav for stopping the money transfer to Anjali’s account. Khushi provides a lun ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nani-gifts-honeymoon-tickets-to-the-newly-married-couples/1000007818,26 Mar 2012,Shyam manipulates Anjali and buys an expensive watch at her expense. Arnav fights with Khushi on the ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nani-and-anjali-arrange-honeymoon-for-the-couples-in-raizada-house/1000007819,27 Mar 2012,Nani and Anjali plan a honeymoon for the newly married couples in the Raizada house. They transform  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-loses-his-voice/1000007820,28 Mar 2012,"Arnav and Khushi fight for the couch, but end up sharing it. Khushi lights a mosquito coil and the s ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-calls-up-the-police/1000007821,29 Mar 2012,"Anjali sees Shyam in Arnav’s bedroom. Shyam tells her that he is looking for his clothes. Meanwhile, ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-cures-arnav/1000007822,30 Mar 2012,A traffic cop sees Arnav’s car parked in a no parking area. He asks Khushi for her driving licence.  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-fancy-dress-competition/1000007823,2 Apr 2012,"When Arnav and Khushi fight again, Nani compels Arnav to stay with his family during the fancy dress ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-performs-with-khushi/1000007824,3 Apr 2012,"Khushi is pushed on stage to perform without a partner. However, Arnav performs with Khushi on Nani' ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-refuses-the-prize-money/1000007825,4 Apr 2012,"During Payal and Manorama's play, Payal falters and spoils their act. Manorama berates her, but she  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/beena-appreciates-payals-help/1000007826,5 Apr 2012,"Beena thanks Payal for her help. Meanwhile, Shyam misbehaves with Khushi when they are out buying me ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-thinks-about-khushi/1000007827,6 Apr 2012,"Khushi feels left out on seeing Arnav's concern for Anjali. Arnav, on the other hand, is upset for s ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-starts-giving-tuitions/1000007828,9 Apr 2012,Arnav is angry with Khushi for starting tuitions in Raizada house. He yells at her for making noise. ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-a-dutiful-wife/1000007829,10 Apr 2012,"Khushi thinks Arnav is asleep, and tells Lakshmi about her plan to avoid seeing Arnav. Later, Anjali ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-calls-arnav-swami/1000007830,11 Apr 2012,Khushi calling Arnav ''swami'' amuses the whole family. Her enthusiasm for performing her wifely dut ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-faints/1000007831,12 Apr 2012,"Khushi waits for Arnav before having dinner, but she eats everything leaving Arnav hungry and starvi ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-lies-to-khushi/1000007832,13 Apr 2012,"Anjali is happy to see Khushi take care of Arnav. She tells him how Khushi stayed up all night, but  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/imprint-of-the-locker-key/1000007833,16 Apr 2012,"Shyam plans to steals Arnav's locker key on the pretext of serving him, but Khushi is furious to see ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-and-khushi-in-gupta-house/1000007834,17 Apr 2012,Arnav agrees to go with Khushi after a lot of persuasion. Garima and Madhumati clean and prepares th ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-struggles-to-adjust/1000007835,18 Apr 2012,"Shyam saves himself by getting the soap back from Bubbly. Meanwhile, Arnav is served boiled food on  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-hurts-the-gupta-family/1000007836,19 Apr 2012,"Madhumati's friends bless the couple when introduced to Arnav. However, Arnav hurts the family when  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-challenges-arnav/1000007837,20 Apr 2012,"The neighbours come to Madhumati when Arnav's air conditioner knocks out the power. Meanwhile, Arnav ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-buys-the-duplicate-key/1000007838,23 Apr 2012,"Aware that the water will run out, Khushi delays Arnav's bathing time. She convinces him to take a b ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-feels-guilty/1000007839,24 Apr 2012,"Arnav feels guilty for accusing Khushi. He learns about their poor financial condition, and plans to ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/the-wedding-preparations/1000007840,25 Apr 2012,"Khushi feeds chat to Arnav and thinks he bought it for her, but he tells that it's for everybody. La ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-procures-arnavs-will/1000007841,26 Apr 2012,Madhumati tells Arnav about Khushi and Preethika's close friendship. The wedding preparations confus ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-lies-about-her-wedding/1000007842,27 Apr 2012,"Madhumati's neighbours ask Arnav to repair their appliances, but he agrees to do so on the condition ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-fires-preethikas-fiance/1000007843,30 Apr 2012,"Arnav is furious to see a card from Shyam, and asks her to avoid him. Meanwhile, the groom's family  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-saves-the-wedding/1000007844,1 May 2012,Khushi confronts the groom's family for insulting Preethika's family. The family threaten to call of ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/is-arnav-plotting/1000007845,2 May 2012,"Arnav feels guilty for hurting Khushi, and holds her hand while sleeping. Khushi reads his diary to  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushis-life-in-danger/1000007846,3 May 2012,Arnav finds his bag torn and Khushi’s aunt thinks the rats have done it. When Arnav inquires about r ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-plans-suicide/1000007847,4 May 2012,"Khushi is afraid of Arnav. Bubbly ruins Manorama's surprise gift, to trap Payal. Khushi decides to c ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-saves-khushi/1000007848,7 May 2012,Khushi plans to jump off a building. She writes Arnav a letter and bids farewell to her family. Arna ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-accuses-khushi/1000007849,8 May 2012,Arnav says he married Khushi to save Anjali's marriage. He accuses Khushi of immorality. She acts in ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyams-ways-revealed-to-arnav/1000007850,9 May 2012,Arnav learns about Khushi's broken engagement with Shyam. He refuses to believe her 'fake' stories.  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-warns-arnav-about-shyam/1000007851,10 May 2012,Khushi refuses to get the papers signed. Anjali asks Khushi about their fight. Akash scolds Payal. K ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-gives-into-shyams-ploy/1000007852,11 May 2012,Khushi is threatened for revealing Shyam's plans. Arnav avoids her in office. Shyam gives the papers ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-still-upset/1000007853,12 May 2012,Khushi gets the papers signed forcing Shyam to confront Arnav. Khushi learns about Anjali's mother's ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-finds-the-legal-papers/1000007854,14 May 2012,Shyam finds the legal papers hidden by Khushi. Anjali asks Payal to lock her cupboard. Bubbly hides  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-messages-khushi/1000007855,15 May 2012,"Khushi suspects Shyam to have stolen the legal papers, but he denies it. Meanwhile, Naani introduces ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-keeps-legal-papers-hidden/1000007856,16 May 2012,A stranger has sent an SMS to Khushi using Arnav's phone. Naani comforts Khushi with Arnav's childho ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-misses-business-meeting/1000007857,17 May 2012,"Khushi worries why Arnav messaged her instead of Anjali and prays for him. Meanwhile, Arnav is missi ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-mistreats-khushi/1000007858,18 May 2012,Anjali leaves a voice message for Arnav. Khushi gets worried. Bubbly attempts to burn Akash's shirt  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-goes-to-london/1000007859,21 May 2012,"Bubbly confesses to Akash about her misdeeds before returning to boarding school. Meanwhile, Anjali  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-confesses-his-love-for-khushi/1000007860,22 May 2012,"When Anjali does not take her medicine, Khushi pretends to receive a call from Arnav to make Anjali  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-kidnapped-held-hostage/1000007861,23 May 2012,"Goons take Arnav hostage. Meanwhile, Khushi tries to call him but can't reach him. Khushi finds out  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-hires-private-detective/1000007862,24 May 2012,"To avoid confrontation with the family, Khushi does not file the complaint. She contacts a private d ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-shares-her-worries/1000007863,25 May 2012,Manorama finds out about Khushi's visit to a detective agency in Chandni Chowk. Khushi shares her fe ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-lends-a-helping-hand/1000007864,28 May 2012,"Shyam doubts Khushi's behaviour. Meanwhile, Manorama too finds out that Arnav has not left India. Sh ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-spies-on-shyam/1000007865,29 May 2012,The footage reveals that Arnav had left the airport with strangers. Khushi steals the videotape. The ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-and-khushi-get-a-parcel/1000007866,30 May 2012,"Khushi follows Shyam to a hideout. While peeping out of a window, she falls down and Shyam’s people  ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-goes-missing/1000007867,31 May 2012,"Khushi goes to Madhumati's house, finds one of Arnav's kidnappers on the street and follows him. The ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavkhushi-plan-escape/1000007868,1 Jun 2012,"When the kidnappers harass Khushi, Arnav beats them up. Meanwhile, Akash apologises to Payal and ask ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-surrenders-to-kidnappers/1000007869,4 Jun 2012,"Arnav presents a firefly to Khushi, setting a romantic mood. The kidnappers find them. Arnav hits Kh ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/kidnapper-threatens-khushi/1000007870,5 Jun 2012,"Manorama learns that Khushi is not in Madhumati's house. Khushi returns home. Later, they get a thre ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nandkishore-reaches-shantivan/1000007871,6 Jun 2012,"Nandkishore visits the house, shocking Manorama and Khushi. He gifts Khushi a pendant with Arnav and ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/manorama-and-khushi-sneak-in/1000007872,7 Jun 2012,"While Khushi finds the kidnapper's address, she gets another threat from him. Khushi and Manorama hi ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-escape-plan-fails/1000007873,8 Jun 2012,"Manorama and Khushi escape, throwing chilli powder into the kidnapper's eyes. They find an address a ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-plans-kidnap/1000007874,11 Jun 2012,Goons beat up Arnav for attacking Shyam. Shyam spares his life in order to get his money. While Khus ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nandkishore-learns-about-kidnap/1000007875,12 Jun 2012,Khushi sees blood on Shyam's shoe and gets suspicious. She swabs the blood from his shoe and gives i ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/nandkishore-lends-support/1000007876,13 Jun 2012,Nandkishore helps Khushi with her mission. Anjali receives a call from a travel agency about Shyam's ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnavs-boarding-pass-with-shyam/1000007877,14 Jun 2012,"Arnav's boarding pass is found in the briefcase. Nandkishore replaces it in the briefcase, while Khu ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/arnav-finds-the-kidnappers-phone/1000007878,15 Jun 2012,Shyam confronts Khushi when he sees paying a man to get Arnav's signature. Khushi tells him that she ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/khushi-gains-shyams-trust/1000007879,18 Jun 2012,"Khushi and Shyam leave together, Anjali grows suspicious. To gain Shyam's trust, Khushi signs the fa ..."
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-tracked-by-suspicious-duo/1000007880,19 Jun 2012,The couple miss each other and imagine a happy life. Shyam offers a candle to a scared Khushi after  ...
/in/tv/iss-pyar-ko-kya-naam-doon/s-29/shyam-is-followed-discreetly/1000007881,20 Jun 2012,Nandkishore and Khushi discreetly follow Shyam to his meeting with the goons. Shyam spots their car  ...
